Código;Descrição Resumida
100002058;TESOURA SPENCER RETA P/ RETIRADA PONTO 9CM
100002057;PORTA AGULHA CASTROVIEJO RETO SIMPLES
100002054;PINÇA ANATOMICA DENTE RATO AÇO INOXIDAVEL 15CM
100002053;PINÇA DENTE RATO AÇO INOXIDAVEL 20CM
100002052;PINÇA ANATOMICA DISSECAÇAO AÇO INOXIDAVEL 12CM
100002051;PINÇA ANATOMICA DISSECAÇAO AÇO INOXIDAVEL 15CM
100002049;PINÇA GOIVA CURVA
100002048;PINÇA GOIVA RETA
100002047;PINÇA ADSON C/ SERRILHA INOXIDAVEL 12CM
100002046;AFASTADOR FARABEUF INOX ADULTO 17 X 200MM
100002043;PINÇA KELLY CURVA 16CM
100002042;BANDEJA INOX 30 X 25CM
100002041;PINÇA ANATOMICA DENTE RATO AÇO INOXIDAVEL 14CM
100002040;PINÇA ANATOMICA DENTE RATO AÇO INOXIDAVEL 16CM
100002039;BANDEJA INOX 37 X 27 X 4CM
100002036;TESOURA MAYO STILLE RETA AÇO INOXIDAVEL 17 CM
100002035;PINÇA BACKAUS INOX 13CM
100002034;BANDEJA INOX 42 X 30 X4,5
100002033;PORTA AGULHA HEGAR AÇO INOXIDAVEL 25CM
100002032;PINÇA KOCHER RETA INOXIDAVEL 14CM
100002031;TESOURA CIRURGICA RETA PONTA FINA INOXIDAVEL 15CM
100002030;TESOURA MAYO CURVA AÇO INOXIDAVEL 15CM
100002029;PINÇA KELLY RETA 16CM
100002028;PINÇA MOSQUITO CURVA 13CM
100002025;PINÇA DENTE RATO AÇO INOXIDAVEL 12CM
100002024;PINÇA ANATOMICA SERRILHADA AÇO INOXIDAVEL 16CM
100002023;PINÇA ANATOMICA SERRILHADA AÇO INOXIDAVEL 12CM
100001997;PINÇA MOSQUITO RETA 13CM
100001993;TESOURA IRIS INOX RETA 11,5CM
100001992;TESOURA IRIS INOX CURVA 11,5CM
100001991;TESOURA CIRURGICA METZEMBAUM CURVA INOXIDAVEL 15CM
100001990;TESOURA CIRURGICA METZEMBAUM RETA INOXIDAVEL 14CM
100001987;AFASTADOR FARABEUF INOX INFANTIL 10 X 120MM
100001985;PINÇA LUER CURVA 16CM
100001984;PINÇA LUER RETA 16CM
100001981;CAIXA AMBULATORIAL INOX MEDIA Nº 01 C/ TAMPA
100001979;BANDEJA INOX 32 X 24 X 4CM
100001955;TESOURA MAYO STILLE RETA AÇO INOXIDAVEL 14 CM
100001954;TESOURA LISER EM AÇO INOXIDÁVEL 19CM
100001953;TESOURA CIRURGICA METZEMBAUM CURVA INOXIDAVEL 14CM
100001947;BANDEJA INOX PEQUENA 10 X 28 X 2CM
100001946;CUBA C/ TAMPA P/ CORAR LAMINAS AÇO INOX
100001945;BANDEJA INOX GRANDE 29 X 42CM
100001676;PORTA AGULHA HEGAR AÇO INOXIDAVEL 14CM
100001661;PINÇA MOSQUITO CURVA 10CM
100001532;"HISTEROMETRO UTERINO SIMS 12¹/²"" INOXIDAVEL 29CM"
100001459;CUBA RIM AÇO INOXIDAVEL 26 X 12CM
100001383;CAIXA USO HOSPITALAR AÇO INOXIDAVEL RETANGULAR 18 X 08 X 03CM
100001382;CAIXA AMBULATORIAL INOX C/ TAMPA 32 X 16 X 08CM
100001381;CAIXA AMBULATORIAL INOX C/ TAMPA 20 X 10 X 05CM
100001299;CABO P/ BISTURI INOXIDAVEL Nº 04
100001298;CABO P/ BISTURI INOXIDAVEL Nº 03
100001282;BANDEJA INOX TAMANHO MINIMO 20 X 30 X 03CM
100001281;BANDEJA INOX PEQUENA 20 X15CM
100001280;BANDEJA INOX GRANDE 30 X 40CM
100001188;TESOURA RETA GRANDE AÇO INOXIDAVEL 20CM
100001187;TESOURA STEVENS INOXIDAVEL 12CM
100001186;TESOURA MAYO RETA AÇO INOXIDAVEL 15CM
100001185;TESOURA MAYO CURVA AÇO INOXIDAVEL 17CM
100001183;TESOURA CIRURGICA SIMS CURVA INOXIDAVEL 08CM
100001182;TESOURA CIRURGICA RETA PONTA ROMBA INOXIDAVEL 15CM
100001180;TENTACANULA C/ TERMINAÇAO PONTA 15CM
100001080;PORTA ALGODAO C/ MOLA LIMPO INOX
100001059;PINÇA UTERINA BOZEMAN CURVA AÇO INOXIDAVEL 25CM
100001058;PINÇA POZZI P/ COLO UTERINO AÇO INOXIDAVEL 24CM
100001057;PINÇA PEAN P/ CURATIVO AÇO INOXIDAVEL 14CM
100001056;PINÇA MUSEUX TIPO JACOBS RETA 24CM
100001055;PINÇA MUSEUX CURVA 24CM
100001054;PINÇA MOSQUITO RETA 12CM
100001053;PINÇA MOSQUITO RETA 10CM
100001052;PINÇA MOSQUITO CURVA 12CM
100001050;PINÇA KELLY RETA 14CM
100001049;PINÇA KELLY CURVA 14CM
100001048;PINÇA JACARE P/ REMOÇAO DIU 20CM
100001047;PINÇA HARTMANN INOXIDAVEL 09CM
100001046;PINÇA GAYLLOS MEDINA INOXIDAVEL 24CM
100001045;"PINÇA FORSTER RETA 9¹/²"" INOXIDAVEL 20CM"
100001043;PINÇA FAURE RETA INOXIDAVEL 21CM
100001042;PINÇA CRILLE RETA AÇO INOXIDAVEL 14CM
100001041;PINÇA CRILLE CURVA AÇO INOXIDAVEL 14CM
100001040;PINÇA COLLIN CORAÇAO AÇO INOXIDAVEL 19CM
100001039;PINÇA CHERON AÇO INOXIDAVEL 25CM
100001037;PINÇA AUXILIAR INOXIDAVEL 20CM
100001036;PINÇA ANATOMICA DISSECAÇAO S/ DENTE AÇO INOXIDAVEL 14CM
100001035;PINÇA ANATOMICA DISSECAÇAO C/ DENTE AÇO INOXIDAVEL 14CM
100001034;PINÇA ALLIS RETA INOXIDAVEL 20CM
100001033;PINÇA ADSON S/ DENTE INOXIDAVEL 12CM
100001032;PINÇA ADSON C/ DENTE INOXIDAVEL 12CM
100001027;PAPAGAIO INOX 1000ML
100000753;ESPECULO SIMS ANAL INOXIDAVEL 15 CM ABERTURA 30MM
100000746;ESPECULO COLLIN VAGINAL N° 03 100 X 40MM INOXIDAVEL
100000744;ESPECULO COLLIN VAGINAL N° 01 90 X 28 MM INOXIDAVEL
100000743;ESPECULO COLLIN VAGINAL N° 00 INOXIDAVEL
100000391;APARADEIRA INOX P/ ADULTO
100000381;AFASTADOR FARABEUF INOX ADULTO 13 X 125MM
100000269;PINÇA AUXILIAR
100000253;BANDEJA INOX
100000252;APARADEIRA INOX
100000135;TESOURA CURVA
100000105;PORTA AGULHA MAYO HEGAR INOX 14CM
100000100;PINÇA POZZI
100000091;PINÇA COLLIN
100000089;PINÇA CHEATLLE
100000086;PINÇA ADSON
100000082;PAPAGAIO INOX
100000033;CUBA P/ ASSEPSIA AÇO INOX
100000019;CAIXA USO HOSPITALAR RETANGULAR
100000006;BACIA REDONDA
100006702;DEIONIZADOR PURIFICADOR AGUA COLUNA 50 L/H
100006565;MICROSCOPIO LABORATORIAL BIOLOGICO BINOCULAR CONTRASTE FASE
100006523;REFRIGERADOR VERTICAL P/ ARMAZENAMENTO VACINAS 340L
100006522;REFRIGERADOR VERTICAL P/ ARMAZENAMENTO CONSERVAÇAO SANGUE 400 A 450L
100006433;AUTOCLAVE HORIZONTAL 450 A 580L
100006010;CAMARA CONSERVAÇAO P/ TRANSPORTE CONSERVAÇAO MEDICAMENTOS
100005836;MESA AGITAÇAO ORBITAL CONTROLADOR VELOCIDADE 220V
100005834;LEITORA MICROPLACAS ELISA
100005832;LAVADORA MICROPLACA ASPIRADORA ELISA
100005831;INCUBADORA PLACAS ELISA
100005826;FLUOROMETRO DIGITAL BANCADA
100005825;FOTOCLORIMETRO DIGITAL
100005689;ESTERILIZADOR CALOR INFRAVERMELHO P/ AGULHAS OU ALÇAS INOCULAÇAO BACTERIOLOGICA
100005688;CABINE SEGURANÇA BIOLOGICA FLUXO LAMINAR VERTICAL CLASSE II TIPO A1 C/ 2 FILTROS HEPA
100005684;FREEZER ULTRABAIXA TEMPERATURA VERTICAL 400 CRIO
100005683;FREEZER ULTRABAIXA TEMPERATURA VERTICAL 300 CRIO
100005682;FREEZER PORTATIL TEMPERATURA ULTRA BAIXA P/ LABORATORIOS E CLINICAS
100005667;MICROSCOPIO BIOLOGICO BINOCULAR C/ OPTICA CORREÇAO
100005484;CRONOMETRO ANALOGICO
100004995;CABINE SEGURANÇA P/ MANUSEIO SUBSTANCIAS QUIMICAS C/ VENTILAÇAO LAMINAR
100004951;FREEZER P/ ARMAZENAMENTO GELO REUTILIZAVEL 100 A 120L
100004950;CAMARA CONSERVAÇAO P/ VACINAS 850 A 950L
100004949;CAMARA CONSERVAÇAO P/ VACINAS 100 A 120L
100004948;CAMARA CONSERVAÇAO P/ VACINAS 30 A 50L
100004800;CAMARA HEMATOIMUNO VERTICAL 340L
100004316;CAMARA CONSERVAÇAO P/ VACINAS 300 A 350L
100004299;CAMARA CONSERVAÇAO P/ VACINAS 280 A 300L
100004296;COLORIMETRO BASICO
100004034;CAMARA CONSERVAÇAO P/ VACINAS 400L
100003968;FOTOMETRO MULTIPARAMETRO PORTATIL P/ MEDIÇOES DIVERSAS AMOSTRAS AGUA
100003946;BALANÇA ELETRONICA SEMI-ANALITICA 320G
100003762;MICROSCOPIO BIOLOGICO DIGITAL
100003761;MICROSCOPIO ESTEREOSCOPICO BINOCULAR
100003584;FOTOMETRO P/ MEDIÇAO PARAMETROS AGUA
100003563;CENTRIFUGA BANCADA P/ LABORATORIO 20 TUBOS
100003548;CABINE SEGURANÇA BIOLOGICA II B2
100003534;PISTOLA LIMPEZA P/ LUMENS
100003502;SELADORA CONTINUA ELETRICA
100003496;CONDUTIVIMETRO DIGITAL
100003495;FOTOCOLORIMETRO DIGITAL
100003425;FREEZER P/ LABORATORIO
100003419;CABINE SEGURANÇA BIOLOGICA
100003417;CAMARA CONSERVAÇAO P/ VACINAS
100003416;REFRIGERADOR VERTICAL P/ ARMAZENAMENTO SANGUE
100003415;MICROPIPETA MANUAL
100003414;MACROPIPETADOR MANUAL
100003081;MICROSCOPIO BINOCULAR CAMPO VISUAL 18MM OCULARES 10X(22MM)
100003080;FREEZER VERTICAL -40°C A -86°C 400L 127V
100003079;FREEZER VERTICAL 0° A -20°C 280 A 300L 110V
100003009;MICROPIPETA VOLUME AJUSTAVEL 10 A 100 MICROLITROS
100003008;MICROPIPETA VOLUME AJUSTAVEL 100 A 1000 MICROLITROS
100003007;MICROPIPETA VOLUME AJUSTAVEL 20 A 200 MICROLITROS
100003006;MICROPIPETA VOLUME AJUSTAVEL 2 A 20 MICROLITROS
100002828;MICROSCOPIO BINOCULAR
100002730;BALANÇA ELETRONICA DIGITAL 0 A 1000G
100002729;CABINE SEGURANÇA FLUXO LAMINAR HORIZONTAL CLASSE A3
100002661;MICROSCOPIO ESTEROSCOPICO LUPA ENTOMOLOGICA
100002660;BALANÇA ELETRONICA SEMI-ANALITICA 500 A 1000G
100002594;AUXILIAR PIPETAGEM FORMA PISTOLA
100002582;CONJUNTO FILTRAÇAO C/ MANIFOLD E FUNIL
100002581;APARELHO BANHO MARIA P/ LABORATORIO 20L
100002578;FOTOMETRO DIGITAL PORTATIL
100002577;FLUORIMETRO DIGITAL PORTATIL
100002574;CONTADOR COLONIAS BACTERIAS DIGITAL
100002573;MERGULHAO TIPO RESISTENCIA ELETRICA
100002557;FLUORIMETRO DIGITAL BANCADA
100002556;COLORIMETRO DIGITAL
100002555;LAMPADA ULTRAVIOLETA BANCADA 365NM
100002548;PIPETA AUTOMATICA 100 A 1000 MICROLITROS
100002547;PIPETA AUTOMATICA 10 A 100 MICROLITROS
100002546;MICROPIPETA AUTOMATICA 100 A 1000 MICROLITROS
100002545;MICROPIPETA AUTOMATICA 10 A 100 MICROLITROS
100002544;INCUBADORA PLACAS ELISA 30 / 50 GRAUS
100002543;LEITORA MICROPLACAS ELISA 96 POÇOS
100002542;LAVADORA MICROPLACA ASPIRADORA (ELISA)
100002541;MACROPIPETADOR MANUAL 0 A 100ML
100002447;MICROSCOPIO BASICO
100002446;RELOGIO P/ LABORATORIO MULTIMER AUTOMATICO
100002445;AGITADOR P/ LABORATORIO TIPO KLINE CHAPA AÇO
100002371;MICROSCOPIO BIOLOGICO MONOCULAR CAMPO VISUAL 18MM
100002327;PHMETRO TEMPERATURA ORP CAMPO PORTATIL
100002326;TURBIDIMETRO DIGITAL PORTATIL
100002324;CABINE SEGURANÇA BIOLOGICA FLUXO LAMINA VERTICAL CLASSE II TIPO A1
100002323;CAPELA P/ EXAUSTAO GASES BIVOLT
100002321;PURIFICADOR P/ AGUA ATRAVES SISTEMA ULTRAPURIFICAÇAO
100002320;PURIFICADOR P/ AGUA POR OSMOSE REVERSA
100002318;PHMETRO BANCADA DIGITAL BIVOLT
100002305;AUTOCLAVE VERTICAL 50L
100002149;APARELHO BANHO MARIA P/ LABORATORIO 45 TUBOS
100002148;CAMARA CONSERVAÇAO P/ VACINAS 550L
100002109;MESA AGITAÇAO ORBITAL BANCADA P/ RICE TEST 220V
100002108;APARELHO P/ DETERMINAR MAXIMA GRAVIDADE DENSIDADE
100002100;MESA P/ PESAGEM HIDROSTATICA TAMPO C/ BALANÇA
100001912;ANTOPOMETRO P/ MEDIÇAO
100001911;HOMOGENEIZADOR P/ MISTURA CELULAR
100001633;LUPA AMPLIAÇAO P/ TEXTO E IMAGEM ELETRONICA
100001631;MICROPIPETA DIGITAL AUTOMATICA 05 A 50ML
100001490;ESTUFA BACTERIOLOGICA
100001457;CRONOMETRO DIGITAL
100001213;AGITADOR P/ LABORATORIO TIPO KLINE
100000300;ESTUFA ELETRICA BANCADA P/ ESTERILIZAÇAO E SECAGEM
100006007;BINOCULO PROFISSIONAL16X
100004146;BINOCULO PROVA D'AGUA E NEBLINA 7X
100003426;BINOCULO C/ ZOOM LONGO ALCANCE
100002184;BINOCULO EMBORRACHADO ZOOM 8X.
100004570;ESTAÇAO TOTAL P/ TOPOGRAFIA
100005719;CAMERA CMOS 26,2 MEGAPIXELS
100005670;CAMERA DIGITAL DSRL 20.9 MP 4K UHD WIFI BLUETOOTH
100005303;CAMERA FOTOGRAFICA 24.2 MEGAPIXELS
100005111;CAMERA FOTOGRAFICA DIGITAL 20 MEGAPIXELS
100004692;CAMERA FOTOGRAFICA DIGITAL 24.1 MEGAPIXEL
100004319;CAMERA FOTOGRAFICA DIGITAL 24.2 MEGAPIXEL LENTE VR 18-55
100004147;CAMERA FOTOGRAFICA DIGITAL 16 MP MEMORIA INTERNA 8GB - (SUSPREV)
100003998;CAMERA DSLR 18 MEGAPIXELS
100003656;CAMERA FOTOGRAFICA DIGITAL 16 MEGAPIXELS C/ CARTAO MEMORIA
100003595;CAMERA FOTOGRAFICA DIGITAL 16 MEGAPIXELS
100003526;CAMERA FOTOGRAFICA DIGITAL 12.3 MEGAPIXELES C/ OBJETIVA 18.105MM 3.5
100002955;CAMERA FOTOGRAFICA DIGITAL 7.0 MEGAPIXEL C/ CARTAO MEMORIA
100002294;CAMERA FOTOGRAFICA DIGITAL 7.0 MEGAPIXEL
100001393;CAMERA FOTOGRAFICA DIGITAL SLR DE 6.1 MEGAPIXEL
100000650;CAMERA FOTOGRAFICA DIGITAL ZOOM OPTICO 9 A 10X
100000644;CAMERA FOTOGRAFICA DIGITAL 5.0 MEGA PIXELS
100000643;CAMERA FOTOGRAFICA DIGITAL BASICA
100000034;CAMERA FILMADORA
100006554;TRIPE AMADOR
100006551;TELA PROJEÇAO PROJEÇAO ELETRICA 2,66M X 1,49M
100006440;PROJETOR NAO INFERIOR A 3600 ANSI LUMENS
100006439;PROJETOR NAO INFERIOR 4500 ANSI LUMENS
100006253;PROJETOR LED FULL HD 4K PRATEADO
100006015;PROJETOR MULTIMIDIA PADRAO - USO SEMIT
100006009;TRIPE RETRATIL P/ BANNER ALUMINIO 2 - 2,5M
100005951;PROJETOR MULTIMIDIA PADRAO
100005663;PROJETOR MULTIMIDIA BASICO CONFORME TIC COGEL VIGENTE
100005633;TRIPE UNIVERSAL C/ CABEÇA SEMI HIDRAULICA P/ VIDEO 1,8M
100005603;TRIPE P/ CAMERA DE VIDEO E ACESSORIOS
100005405;SUPORTE P/ BANNER 3,5M X 2,5M
100005174;TRIPE ILUMINAÇAO C/ ALCANCE ATE 2M
100005173;SUPORTE P/ BANNER 2M X 2M
100005079;TELA PROJEÇAO TIPO TRIPE USO DIRETORIA ATENÇAO SAUDE
100005078;PROJETOR MULTIMIDIA (DATASHOW) USO DIRETORIA ATENÇAO A SAUDE
100005029;PROJETOR MULTIMIDIA BASICO - USO SEMUR
100004758;TRIPE C/ CABEÇA HIDRAULICA DE ARRASTO 5KG
100004582;TRIPE P/ PROJEÇAO
100004255;PROJETOR MULTIMIDIA AVANÇADO
100003964;PROJETOR MULTIMIDIA AVANÇADO TECNOLOGIA LCD OU DLP OU SUPERIOR
100003515;TELA PROJEÇAO RETRATIL MOTORIZADA TESIONADA C/ ALCANCE ATE 100M
100003427;PORTA BANNER METALICO
100003117;PORTA BANNER ALUMINIO 800 X 2500MM
100002296;TELA PROJEÇAO RETRATIL P/ PAREDE OU TETO
100001746;TELA PROJEÇAO MOTORIZADA PLANA COM CONTROLE REMOTO 150 POLEGADAS
100001744;TELA PROJEÇAO PLASTICO C/ TRIPE BRANCO 1800 X 1800MM
100001705;RETROPROJETOR PORTATIL
100001679;PROJETOR MULTIMIDIA BASICO
100001677;PROJETOR MULTIMIDIA BASICO TECNOLOGIA LCD OU DLP OU SUPERIOR
100000273;PROJETOR MULTIMIDIA
100000250;RETROPROJETOR PORTATIL
100000130;TELA P/ PROJEÇAO
100006792;KIT LUZ DUPLO P/ STUDIO FOTOGRAFICO
100005855;SUPORTE FUNDO FOTOGRAFICO
100005848;KIT ILUMINADOR
100005847;FUNDO INFINITO INFINITO
100005846;ILUMINADOR LED
100005845;LENTE P/ CAMERA DIGITAL
100005635;LENTE EF 24-105MM F/4L IS II USM
100005299;ILUMINADOR C/ 100 LAMPADAS LED
100005177;FUNDO INFINITO HASTE 4M TECIDO VERDE
100005176;GIMBAL ESTABILIZADOR ELETRONICO 3 EIXOS
100005175;ILUMINADOR (SUN GUN) C/ 900 LAMPADAS LED
100005172;LENTE OBJETIVA DISTANCIA FOCAL 70-300MM ATE 75-300MM
100004322;SUPORTE P/ CAMERA DIGITAL
100004126;FLASH MINI GREIKA
100004125;LENTE OBJETIVA AF-S 70-200MM F/2.8G ED VR II LENS
100004124;LENTE OBJETIVA AF-S 24-70MM F/2.8G ED AUTOFOCUS LENS
100004123;LENTE OBJETIVA AF-S ZOOM 14-24MM F/2. 8G ED AF LENS
100003428;GRIP ALIMENTAÇAO P/ CAMERA FOTOGRAFICA
100002704;LENTE OBJETIVA P/ CAMERA PROFISSIONAL
100002703;FLASH EXTERNO P/ CAMERA DIGITAL PROFISSIONAL
100001771;LEITOR CARTAO P/ CAMERA DIGITAL
100001770;FILTRO UV 77MM
100001769;FILTRO UV 72MM
100001551;LENTE OBJETIVA AF ZOOM 80-200MM F/2.8 D ED
100001550;LENTE OBJETIVA 17-35MM F/2.8-4 EX ASPHERICAL HSM AF
100001525;GRIP ALIMENTAÇAO VERTICAL MB P/ CAMERA DIGITAL
100001501;FLASH EXTERNO SB 800 P/ CAMERA DIGITAL
100006102;BOTIJAO GAS R134 114KG
100006101;BOTIJAO GAS R134 13KG
100006100;BOTIJAO GAS R22 13KG
100005668;BOTIJAO P/ NITROGENIO LIQUIDO 10L
100003182;BOTIJAO GAS AÇO
100002697;BOTIJAO GAS AÇO 13KG VAZIO
100006659;CAMINHO ARTICULADO
100006658;ESCORREGADOR SENSORIAL
100006657;TRAPEZIO P/ INTEGRAÇAO SENSORIAL
100006656;ALMOFADAO SENSORIAL TAMANHO GRANDE
100006655;PAREDE ESCALADA RETA
100006654;SUPORTE TETO 3 PONTOS
100006653;PLATAFORMA SUSPENSA
100006353;KIT P/ SIMULAÇAO FERIMENTOS ARTIFICIAL PROFISSIONAL
100006352;MANEQUIM BEBE P/ EXAME QUADRIL
100006342;MODELO TORAX FEMININO C/ MAMAS TAM MEDIO
100006341;MODELO JOELHO 3 PARTES
100006331;MODELO ANATOMICO SIMULADOR AUSCULTA CARDIOPULMONAR (MANEQUIM AUSCULTAÇAO)
100006319;MANEQUIM TREINAMENTO PERNA ADULTO P/ INFUSAO INTRAOSSEA
100006182;MANEQUIM TREINAMENTO ADULTO P/ REMOÇAO C/ PRATICAS INTUBAÇAO VIAS AEREAS
100005952;KIT TREINAMENTO EZ-IO P/ PUNÇAO INTRA-OSSEA
100005155;PELE E SISTEMA DE VEIAS COMPATIVEIS C/ BRAÇO TREINAMENTO INTRAVENOSO PEDIATRICO
100005150;PELE E SISTEMA VEIAS COMPATIVEIS C/ BRAÇO TREINAMENTO INTRAVENOSO ADULTO
100005149;PELE CABEÇA E VIAS AEREAS P/ TORSO ENTUBAÇAO ADULTO
100005147;PERINEO E CANAL NASCIMENTO P/ MANEQUIM SIMULADOR PARTO
100004727;CONTROLE REMOTO P/ MANEQUIM SIMULADOR PARAMETROS VITAIS
100004726;MANEQUIM TREINAMENTO INFLAVEIL P/ REANIMAÇAO CARDIOPULMONAR
100004100;KIT ROBOTICA PEDAGOGICA
100003650;EQUIPAMENTOS P/ TREINAMENTO ANOTOMIA NAO EMPLAQUETAVEL
100003649;MATERIAL P/ TREINAMENTO SAUDE NAO EMPLAQUETAVEL
100003648;MATERIAL P/ TREINAMENTO SAUDE EMPLAQUETAVEL
100003564;CABEÇA P/ TREINAMENTO INTUBAÇAO ORO/NASOTRAQUEAL NEONATOS C/ ACESSORIOS EXTRAS
100003554;SEIOS P/ TREINAMENTO CROCHE DEMONSTRAÇAO TIPOS MAMILOS
100003553;"BONECO EDUCATIVO ""BEBE"" ALGODAO"
100003552;BARRIGA PEDAGOGICA P/ SIMULAÇAO GRAVIDEZ E PARTO NATURAL
100003508;"MANEQUIM TREINAMENTO ""BEBE"" RCP CORPO INTEIRO"
100003459;EQUIPAMENTOS P/ TREINAMENTO ANOTOMIA EMPLAQUETAVEL
100003260;APARELHO RESPIRATORIO P/ TREINAMENTO
100003233;SISTEMA REPRODUTOR BISSEXUAL
100003232;MODELOS TREINAMENTO SISTEMA DIGESTIVO
100003077;"MANEQUIM TREINAMENTO ""ALS SIMULADOR"" ADULTO"
100003076;SIMULADOR ATENDIMENTO PEDIATRICO C/ CONTROLE REMOTO
100003075;DESFIBRILADOR EXTERNO AUTOMATICO (DEA) TREINAMENTO C/ ELETRODOS ADULTO PEDIATRICO
100003074;TORSO P/ TREINAMENTO RPC ADULTOS
100003071;TORSO P/ TREINAMENTO RPC LACTANTES
100003070;TORSO P/ TREINAMENTO RPC CRIANÇAS
100003069;"MANEQUIM TREINAMENTO RCP CORPO INTEIRO LACTANTE ""SAMU"""
100003068;MANEQUIM TREINAMENTO RCP CORPO INTEIRO CRIANÇA
100003067;MANEQUIM TREINAMENTO RCP CORPO INTEIRO ADULTO
100002997;KIT PLANEJAMENTO FAMILIAR C/ METODOS CONTRACEPTIVOS
100002996;BONECA GRAVIDA P/ DEMONSTRAÇAO TECIDO 43 X 10CM
100002994;BONECO EDUCATIVO RECEM NASCIDO C/ PLACENTA
100002993;"QUADRO EDUCATIVO IMANTADO APARELHO REPRODUTOR MASCULINO
/ FEMININO"
100002992;METODOS CONTRACEPTIVOS DEMOSTRAÇAO QUADRO MOLDURADO
100002991;MODELO PELVICO ACRILICO
100002990;KIT REPRODUTOR MASCULINO E FEMININO
100002953;SEIOS P/ TREINAMENTO PRANCHA MADEIRA
100002948;SEIOS P/ TREINAMENTO PANO ENSINO AMAMENTAÇAO
100002895;SISTEMA REPRODUTOR MASCULINO
100002610;MANEQUIM TREINAMENTO P/ ESTUDO RESSUSCITAÇAO CARDIOPULMONAR
100002539;BRAÇO ADULTO P/ TREINAMENTO PUNÇAO ARTERIAL
100002538;BRAÇO ADULTO P/ TREINAMENTO ACESSO VENOSO
100002526;BRAÇO PEDIATRICO P/ TREINAMENTO ACESSO VENOSO
100002525;MANEQUIM PERNA INFANTIL P/ TREINAMENTO
100002524;MANEQUIM OSTEO-VISCERAL P/ TREINAMENTO
100002522;MANEQUIM IMOBILIZAÇAO / REMOÇAO P/ TREINAMENTO AVANÇADO TRAUMA CABEÇA
100002521;MANEQUIM IMOBILIZAÇAO / REMOÇAO P/ TREINAMENTO TRAUMA CABEÇA
100002519;MODULO TREINAMENTO P/ CUIDADOS ENFERMAGEM TRAUMA E CIRURGIA
100002518;KIT SIMULAÇAO TRAUMA P/ TREINAMENTO
100002517;KIT SIMULAÇAO AMPUTAÇAO C/ TORNIQUETE SANGRAMENTO
100002516;SIMULADOR PARTO P/ TREINAMENTO
100002468;TORSO HUMANO
100002357;MANEQUIM TREINAMENTO MULTI SIMULADOR PEDIATRICO
100002356;MANEQUIM TREINAMENTO MULTI SIMULADOR ADULTO
100002355;CABEÇA P/ TREINAMENTO CRICOTIROTOMIA C/ AGULHA OU CIRURGICA
100002354;TORSO P/ TREINAMENTO MANOBRA HEIMLICH ADULTOS
100002353;CABEÇA P/ TREINAMENTO INTUBAÇAO ORO/NASOTRAQUEAL NEONATOS
100002352;TORSO P/ TREINAMENTO INTUBAÇAO ORO/NASOTRAQUEAL CRIANÇA
100002351;TORSO P/ TREINAMENTO INTUBAÇAO ORO/NASOTRAQUEAL ADULTO
100006791;BANDEJA APOIO
100006777;NOBREAK 720VA
100006635;"MONITOR 27"" FULL HD"
100006588;"NOTEBOOK 15"" 8GB HD 500 GB"
100006587;NOBREAK 1200 VA
100006586;COMPUTADOR DESKTOP BASICO WINDOWS 11 PRO
100006576;NOTEBOOK RECURSO PMAT/BNDES
100006575;ESTAÇAO TRABALHO BASICA RECURSO PMAT/BNDES
100006574;ESTAÇAO TRABALHO INTERMEDIARIA RECURSO PMAT/BNDES
100006573;ESTAÇAO TRABALHO AVANÇADA RECURSO PMAT/BNDES
100006568;IMPRESSORA LASER COLORIDA 110V
100006563;COLUNA P/ REDE LOGICA ELETRICA ALUMINIO
100006562;SOLUÇAO SEGURANÇA APLICAÇAO WEB (WAF)
100006561;MODULO TRANSCIVER TIPO VIII
100006560;MODULO TRANSCIVER TIPO VII
100006559;MODULO TRANSCIVER TIPO VI
100006467;DOCK STATION USB 3.0
100006410;FORTISWITCH 424E
100006382;"TELA INTERATIVA DIGITAL 86"""
100006381;"TELA INTERATIVA DIGITAL 75"""
100006375;CHROMECAST GOOGLE
100006308;NOBREAK 2.2 KVA
100006230;MODEM TRANSMISSAO COMUNICAÇAO CELULAR DUAL CHIP 60 X 100 X 106
100006209;IPHONE 14 PRO
100006197;LEITOR TELA KINDLE
100006190;SOLUÇAO BACKUP
100006189;SOLUÇAO STORAGE ADICIONAL ALL-FLASH
100006188;SOLUÇAO STORAGE ADICIONAL HIBRIDO
100006187;SWITCH 48 PORTAS 10G
100006186;SOLUÇAO HIPERCONVERGENTE
100006179;MODULO TRANSCIVER TIPO V
100006178;MODULO TRANSCIVER TIPO IV
100006177;MODULO TRANSCIVER TIPO III
100006176;MODULO TRANSCIVER TIPO II
100006175;MODULO TRANSCIVER TIPO I
100006174;ATIVO REDE WIRED POE TIPO IV
100006173;ATIVO REDE WIRED POE TIPO III
100006172;ATIVO REDE WIRED POE TIPO II
100006171;ATIVO REDE WIRED POE TIPO I
100006170;ATIVO REDE WIRED TIPO V
100006169;ATIVO REDE WIRED TIPO IV
100006168;ATIVO REDE WIRED TIPO III
100006167;ATIVO REDE WIRED TIPO II
100006166;ATIVO REDE WIRED TIPO I
100006165;ATIVO REDE WIRELESS TIPO III
100006164;ATIVO REDE WIRELESS TIPO II
100006163;ATIVO REDE WIRELESS TIPO I
100006156;SOLUÇAO CONTROLADORA ENTREGA APLICAÇOES CLUSTER
